Stoffcode;Stofflieferant;Herstellungsland;Lager;Bestellte Menge;Voraussichtliches Empfangsdatum;Status;Preiskat;Zusammensetzung;Gewicht;Eigenschaften;Katalog;Produkttyp;Stoffart;Stofffarbe;Saison;MTO
11C4027;DRAGO;Italy;126.11 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;9;100% Schurwolle;295 gr/ml;Water repellent, Stretch;C2TLV1/14 | 18;Anzug, Outerwear;Plain;Green;Herbst/Winter;YES
50M3002;Piacenza;Italy;90.67 m;300 m;30/12/2025;MTM QS;13.9;100% Kaschmir;330 gr/ml;;C2TLV1/14 | 19;Mantel;Plain;Brown;Herbst/Winter;YES
50M3005;Piacenza;Italy;140.74 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;13.9;100% Kaschmir;330 gr/ml;;C2TLV1/14 | 20;Mantel;Plain;Grey;Herbst/Winter;YES
50M3006;Piacenza;Italy;103.22 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;13.9;100% Kaschmir;330 gr/ml;;C2TLV1/14 | 21;Mantel;Plain;Grey;Herbst/Winter;YES
50M3004;Piacenza;Italy;47.48 m;100 m;30/12/2025;MTM QS;13.9;100% Kaschmir;330 gr/ml;;C2TLV1/14 | 22;Mantel;Plain;Green;Herbst/Winter;YES
50M3003;Piacenza;Italy;446.93 m;100 m;30/12/2025;MTM QS;13.9;100% Kaschmir;330 gr/ml;;C2TLV1/14 | 23;Mantel;Plain;Blue/Navy;Herbst/Winter;YES
50M3010;Piacenza;Italy;46.31 m;100 m;30/12/2025;MTM QS;13.9;100% Kaschmir;330 gr/ml;;C2TLV1/14 | 24;Mantel;Plain;Black;Herbst/Winter;YES
73M1003;Gazaba;;71.85 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 1;Mantel;Plain;Beige;Herbst/Winter;
73M1004;Gazaba;;76.85 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 2;Mantel;Plain;Beige;Herbst/Winter;
73M1001;Gazaba;;67.95 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 3;Mantel;Plain;Beige;Herbst/Winter;
73M1000;Gazaba;;102.93 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 4;Mantel;Plain;Brown;Herbst/Winter;
73M1002;Gazaba;;88.4 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 5;Mantel;Plain;Orange/Yellow;Herbst/Winter;
73M1005;Gazaba;;64.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 6;Mantel;Plain;Brown;Herbst/Winter;
73M1006;Gazaba;;44.97 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 7;Mantel;Plain;Brown;Herbst/Winter;
73M1011;Gazaba;;55.73 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 8;Mantel;Plain;Red/Burgundy;Herbst/Winter;
73M1007;Gazaba;;86.3 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 10;Mantel;Plain;Green;Herbst/Winter;
73M1014;Gazaba;;34.03 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 11;Mantel;Plain;Blue/Navy;Herbst/Winter;
73M1013;Gazaba;;78.66 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 12;Mantel;Plain;Grey;Herbst/Winter;
73M1009;Gazaba;;62.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 13;Mantel;Plain;Grey;Herbst/Winter;
73M1008;Gazaba;;64.75 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 14;Mantel;Plain;Grey;Herbst/Winter;
73M1012;Gazaba;;1.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;80% Wolle;460 gr/ml;;C2MEV1/15 | 15;Mantel;Plain;Black;Herbst/Winter;
28M2003;FORTEX;Italy;118.05 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.1;75% Schurwolle | 20% Nylon | 5% Kaschmir;570 gr/ml;Standard;C2MEV2/16 | 1;Mantel;Plain;Black;Herbst/Winter;YES
28M2004;FORTEX;Italy;760.66 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.1;75% Schurwolle | 20% Nylon | 5% Kaschmir;570 gr/ml;Standard;C2MEV2/16 | 2;Mantel;Plain;Blue/Navy;Herbst/Winter;YES
28M2005;FORTEX;Italy;32.22 m;250 m;11/01/2026;MTM QS;7.1;75% Schurwolle | 20% Nylon | 5% Kaschmir;570 gr/ml;Standard;C2MEV2/16 | 3;Mantel;Plain;Grey;Herbst/Winter;YES
28M2006;FORTEX;Italy;47.48 m;100 m;11/01/2026;MTM QS;7.1;75% Schurwolle | 20% Nylon | 5% Kaschmir;570 gr/ml;Standard;C2MEV2/16 | 4;Mantel;Plain;Beige;Herbst/Winter;YES
28M2008;FORTEX;Italy;70.23 m;150 m;11/01/2026;MTM QS;7;58% Wolle | 32% Polyester | 5% Kaschmir | 5% Nylon;520 gr/ml;Standard;C2MEV2/16 | 5;Mantel;Plain;Grey;Herbst/Winter;YES
28M2007;FORTEX;Italy;36.97 m;200 m;11/01/2026;MTM QS;7;58% Wolle | 32% Polyester | 5% Kaschmir | 5% Nylon;520 gr/ml;Standard;C2MEV2/16 | 6;Mantel;Plain;Brown;Herbst/Winter;YES
28M2010;FORTEX;Italy;53.96 m;200 m;11/01/2026;MTM QS;7;58% Wolle | 32% Polyester | 5% Kaschmir | 5% Nylon;520 gr/ml;Standard;C2MEV2/16 | 7;Mantel;Plain;Blue/Navy;Herbst/Winter;YES
57M3000;M.T.T.;Italy;249.08 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Wolle;620 gr/ml;Stretch;C2MEV2/16 | 8;Mantel;Plain;Beige;Herbst/Winter;YES
57M3002;M.T.T.;Italy;427.58 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Wolle;620 gr/ml;Stretch;C2MEV2/16 | 10;Mantel;Plain;Blue/Navy;Herbst/Winter;YES
57M3003;M.T.T.;Italy;409.95 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;100% Wolle;620 gr/ml;Stretch;C2MEV2/16 | 11;Mantel;Plain;Green;Herbst/Winter;YES
60M2003;DELFINO;Italy;97.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.91;100% Schurwolle;510 gr/ml;Standard;C2MLV1/17 | 1;Mantel;Plain;Beige;Herbst/Winter;YES
60M2002;DELFINO;Italy;53.63 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.91;100% Schurwolle;510 gr/ml;Standard;C2MLV1/17 | 2;Mantel;Plain;Grey;Herbst/Winter;YES
60M2001;DELFINO;Italy;81.62 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.91;100% Schurwolle;510 gr/ml;Standard;C2MLV1/17 | 3;Mantel;Plain;Grey;Herbst/Winter;YES
60M2000;DELFINO;Italy;43.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.91;100% Schurwolle;510 gr/ml;Standard;C2MLV1/17 | 4;Mantel;Plain;Blue/Navy;Herbst/Winter;YES
50M3008;Piacenza;Italy;56.81 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;14.8;100% Kaschmir;510 gr/ml;;C2MLV1/17 | 6;Mantel;Plain;Blue/Navy;Herbst/Winter;YES
50M3013;Piacenza;Italy;86.54 m;50 m;11/02/2026;MTM QS;14.8;100% Kaschmir;510 gr/ml;;C2MLV1/17 | 7;Mantel;Plain;Blue/Navy;Herbst/Winter;YES
50M3009;Piacenza;Italy;48.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;14.8;100% Kaschmir;510 gr/ml;;C2MLV1/17 | 8;Mantel;Plain;Black;Herbst/Winter;YES
99C9023;DUCA VISCONTI;Italy;61.38 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 1;Anzug, Multi;Plain;White/Off-white;Herbst/Winter;YES
99C9024;DUCA VISCONTI;Italy;38.34 m;200 m;11/01/2026;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 2;Anzug, Multi;Plain;Beige;Herbst/Winter;YES
99C9003;DUCA VISCONTI;Italy;42.21 m;200 m;11/01/2026;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 3;Anzug, Multi;Plain;Brown;Herbst/Winter;YES
99C9025;DUCA VISCONTI;Italy;95.17 m;120 m;11/01/2026;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 4;Anzug, Multi;Plain;Beige;Herbst/Winter;YES
99C9035;DUCA VISCONTI;Italy;32.56 m;300 m;02/12/2025;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 5;Anzug, Multi;Plain;Orange/Yellow;Herbst/Winter;YES
99C9032;DUCA VISCONTI;Italy;179.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 7;Anzug, Multi;Plain;Orange/Yellow;Herbst/Winter;YES
99C9027;DUCA VISCONTI;Italy;124.81 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 8;Anzug, Multi;Plain;Red/Burgundy;Herbst/Winter;YES
99C9028;DUCA VISCONTI;Italy;5.92 m;300 m;24/02/2026;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 9;Anzug, Multi;Plain;Brown;Herbst/Winter;YES
99C9029;DUCA VISCONTI;Italy;100.94 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 10;Anzug, Multi;Plain;Green;Herbst/Winter;YES
99C9033;DUCA VISCONTI;Italy;142.48 m;300 m;11/01/2026;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 11;Anzug, Multi;Plain;Green;Herbst/Winter;YES
99C9030;DUCA VISCONTI;Italy;25.22 m;60 m;11/01/2026;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 12;Anzug, Multi;Plain;Blue/Navy;Herbst/Winter;YES
99C9031;DUCA VISCONTI;Italy;74.83 m;180 m;11/01/2026;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 13;Anzug, Multi;Plain;Black;Herbst/Winter;YES
99C9034;DUCA VISCONTI;Italy;168.54 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;98% Baumwolle | 2% Elasthan;500 gr/ml;Stretch;C2XEV1/18 | 14;Anzug, Multi;Plain;Blue/Navy;Herbst/Winter;
99C9006;DUCA VISCONTI;Italy;30.15 m;180 m;11/01/2026;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 15;Anzug, Multi;Plain;White/Off-white;Herbst/Winter;YES
99C9007;DUCA VISCONTI;Italy;65.27 m;160 m;11/01/2026;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 16;Anzug, Multi;Plain;Beige;Herbst/Winter;YES
99C9008;DUCA VISCONTI;Italy;135.43 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 17;Anzug, Multi;Plain;Beige;Herbst/Winter;YES
99C9009;DUCA VISCONTI;Italy;119.24 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 18;Anzug, Multi;Plain;Brown;Herbst/Winter;YES
99C9010;DUCA VISCONTI;Italy;210.07 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 19;Anzug, Multi;Plain;Brown;Herbst/Winter;YES
99C9002;DUCA VISCONTI;Italy;119.57 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 20;Anzug, Multi;Plain;Brown;Herbst/Winter;YES
99C9011;DUCA VISCONTI;Italy;35.28 m;180 m;11/01/2026;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 21;Anzug, Multi;Plain;Orange/Yellow;Herbst/Winter;YES
99C9012;DUCA VISCONTI;Italy;200.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 22;Anzug, Multi;Plain;Orange/Yellow;Herbst/Winter;YES
99C9013;DUCA VISCONTI;Italy;199.66 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 23;Anzug, Multi;Plain;Orange/Yellow;Herbst/Winter;YES
99C9014;DUCA VISCONTI;Italy;333.24 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 24;Anzug, Multi;Plain;Red/Burgundy;Herbst/Winter;YES
99C9015;DUCA VISCONTI;Italy;73.63 m;240 m;11/01/2026;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 25;Anzug, Multi;Plain;Red/Burgundy;Herbst/Winter;YES
99C9016;DUCA VISCONTI;Italy;64.18 m;300 m;11/01/2026;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 26;Anzug, Multi;Plain;Green;Herbst/Winter;YES
99C9018;DUCA VISCONTI;Italy;138.74 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 28;Anzug, Multi;Plain;Green;Herbst/Winter;YES
99C9019;DUCA VISCONTI;Italy;63.76 m;120 m;11/01/2026;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 29;Anzug, Multi;Plain;Blue/Navy;Herbst/Winter;YES
99C9020;DUCA VISCONTI;Italy;122.03 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 30;Anzug, Multi;Plain;Blue/Navy;Herbst/Winter;YES
99C9021;DUCA VISCONTI;Italy;138.89 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 31;Anzug, Multi;Plain;Grey;Herbst/Winter;YES
99C9022;DUCA VISCONTI;Italy;58.91 m;300 m;11/01/2026;MTM QS;4;98% Baumwolle | 2% Elasthan;430 gr/ml;Stretch;C2XEV1/18 | 32;Anzug, Multi;Plain;Black;Herbst/Winter;YES
62V1011;Brisbane MOSS;England;39.62 m;50 m;11/01/2026;MTM QS;5;100% Baumwolle;400 gr/ml;Not available for traditional construction;C2XEV1/18 | 33;Sakko, Weste;Plain;Blue/Navy;Herbst/Winter;YES
62V1010;Brisbane MOSS;England;42 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;100% Baumwolle;400 gr/ml;Not available for traditional construction;C2XEV1/18 | 34;Sakko, Weste;Plain;Brown;Herbst/Winter;YES
62V1026;Brisbane MOSS;England;85.53 m;49.7 m;11/01/2026;MTM QS;5;100% Baumwolle;400 gr/ml;Not available for traditional construction;C2XEV1/18 | 35;Sakko, Weste;Plain;Green;Herbst/Winter;YES
62V1027;Brisbane MOSS;England;86 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;100% Baumwolle;400 gr/ml;Not available for traditional construction;C2XEV1/18 | 36;Sakko, Weste;Plain;Green;Herbst/Winter;YES
62V2002;Brisbane MOSS;England;102.64 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;100% Baumwolle;310 gr/ml;Not available for traditional construction;C2XEV1/18 | 37;Sakko, Weste;Plain;Brown;Herbst/Winter;YES
62V1014;Brisbane MOSS;England;88.82 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;5;100% Baumwolle;400 gr/ml;Not available for traditional construction;C2XEV1/18 | 38;Sakko, Weste;Other;Beige;Herbst/Winter;
540.901/390;VITALE BARBERIS;Italy;155.51 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;6;100% Schurwolle;230 gr/ml;;C3SEV1/19 | 1;Anzug;Plain;Grey;Frühjahr/Sommer;YES
540.901/391;VITALE BARBERIS;Italy;141.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;6;100% Schurwolle;230 gr/ml;;C3SEV1/19 | 2;Anzug;Plain;Brown;Frühjahr/Sommer;YES
540.901/4;VITALE BARBERIS;Italy;64.66 m;210 m;23/12/2025;MTM QS;6;100% Wolle;230 gr/ml;Standard;C3SEV1/19 | 3;Anzug;Plain;Grey;Frühjahr/Sommer;YES
540.901/6;VITALE BARBERIS;Italy;181.88 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;6;100% Schurwolle;230 gr/ml;Standard;C3SEV1/19 | 4;Anzug;Plain;Grey;Frühjahr/Sommer;YES
540.901/263;VITALE BARBERIS;Italy;140.66 m;420 m;23/12/2025;MTM QS;6;100% Wolle;230 gr/ml;Standard;C3SEV1/19 | 5;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
440.425/4;VITALE BARBERIS;Italy;119.03 m;70 m;15/12/2025;MTM QS;7.3;100% Schurwolle;230 gr/ml;Standard;C3SEV1/19 | 6;Anzug;Stripe;Blue/Navy;Frühjahr/Sommer;NO
440.425/3;VITALE BARBERIS;Italy;152.76 m;140 m;23/12/2025;MTM QS;7.3;100% Schurwolle;230 gr/ml;Standard;C3SEV1/19 | 7;Anzug;Stripe;Blue/Navy;Frühjahr/Sommer;NO
440.425/1;VITALE BARBERIS;Italy;64.93 m;70 m;11/02/2026;MTM QS;7.3;100% Schurwolle;230 gr/ml;Standard;C3SEV1/19 | 8;Anzug;Stripe;Grey;Frühjahr/Sommer;NO
440.425/6;VITALE BARBERIS;Italy;179.67 m;140 m;23/12/2025;MTM QS;7.3;100% Schurwolle;230 gr/ml;Standard;C3SEV1/19 | 9;Anzug;Stripe;Beige;Frühjahr/Sommer;NO
82.211/7;VITALE BARBERIS;Italy;60.38 m;140 m;11/02/2026;MTM QS;7.4;100% Wolle;270 gr/ml;Stretch;C3SEV1/19 | 10;Anzug;Plain;Beige;Frühjahr/Sommer;
82.211/10;VITALE BARBERIS;Italy;58.23 m;70 m;11/02/2026;MTM QS;7.4;100% Wolle;270 gr/ml;Stretch;C3SEV1/19 | 11;Anzug;Plain;Green;Frühjahr/Sommer;
82.211/1;VITALE BARBERIS;Italy;48.3 m;70 m;11/02/2026;MTM QS;7.4;100% Wolle;270 gr/ml;Stretch;C3SEV1/19 | 12;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;
82.211/13;VITALE BARBERIS;Italy;34.63 m;140 m;11/02/2026;MTM QS;7.4;100% Wolle;270 gr/ml;Stretch;C3SEV1/19 | 13;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;
82.211/6;VITALE BARBERIS;Italy;12.54 m;140 m;11/02/2026;MTM QS;7.4;100% Wolle;270 gr/ml;Stretch;C3SEV1/19 | 14;Anzug;Plain;Black;Frühjahr/Sommer;
34C4043;ZIGNONE;Italy;58.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.3;98% Schurwolle | 2% Elasthan;270 gr/ml;Stretch;C3SEV1/19 | 15;Anzug;Plain;Grey;Frühjahr/Sommer;YES
34C4009;ZIGNONE;Italy;120.33 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.3;98% Schurwolle | 2% Elasthan;250 gr/ml;Stretch;C3SEV1/19 | 16;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
34C4008;ZIGNONE;Italy;53.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.3;98% Schurwolle | 2% Elasthan;250 gr/ml;Stretch;C3SEV1/19 | 17;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
90C2009;DI SONDRIO;Italy;49.49 m;60 m;23/12/2025;MTM QS;4;99% Baumwolle | 1% Elasthan;240 gr/ml;Standard;C3SEV1/19 | 18;Anzug;Stripe;Blue/Navy;Frühjahr/Sommer;NO
90C2010;DI SONDRIO;Italy;82.72 m;60 m;23/12/2025;MTM QS;4;99% Baumwolle | 1% Elasthan;240 gr/ml;Standard;C3SEV1/19 | 19;Anzug;Stripe;Beige;Frühjahr/Sommer;NO
834.651/3152;VITALE BARBERIS;Italy;178.75 m;70 m;23/12/2025;MTM QS;6;84% Schurwolle | 16% Mohair;230 gr/ml;Standard;C3SEV1/19 | 20;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
834.651/4233;VITALE BARBERIS;Italy;97.03 m;70 m;26/12/2025;MTM QS;6;84% Schurwolle | 16% Mohair;230 gr/ml;Standard;C3SEV1/19 | 21;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
834.651/400;VITALE BARBERIS;Italy;146.34 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;6;84% Schurwolle | 16% Mohair;230 gr/ml;Standard;C3SEV1/19 | 22;Anzug;Plain;Grey;Frühjahr/Sommer;YES
834.651/1761;VITALE BARBERIS;Italy;151.09 m;70 m;23/12/2025;MTM QS;6;84% Schurwolle | 16% Mohair;230 gr/ml;Standard;C3SEV1/19 | 23;Anzug;Plain;Grey;Frühjahr/Sommer;YES
834.651/5500;VITALE BARBERIS;Italy;82.54 m;140 m;23/12/2025;MTM QS;6;84% Schurwolle | 16% Mohair;230 gr/ml;Standard;C3SEV1/19 | 24;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
834.601/5730;VITALE BARBERIS;Italy;295.19 m;450 m;23/12/2025;MTM QS;6;84% Schurwolle | 16% Mohair;230 gr/ml;Standard;C3SEV1/19 | 25;Anzug;Plain;Black;Frühjahr/Sommer;YES
876.645/4849;VITALE BARBERIS;Italy;107.02 m;70 m;11/02/2026;MTM QS;7.4;84% Schurwolle | 16% Mohair;260 gr/ml;Standard;C3SEV1/19 | 26;Anzug;Plain;Green;Frühjahr/Sommer;YES
876.601/3932;VITALE BARBERIS;Italy;92.62 m;140 m;11/02/2026;MTM QS;7.4;84% Schurwolle | 16% Mohair;260 gr/ml;Standard;C3SEV1/19 | 27;Anzug;Plain;Brown;Frühjahr/Sommer;YES
876.645/4007;VITALE BARBERIS;Italy;33.67 m;140 m;11/02/2026;MTM QS;7.4;84% Schurwolle | 16% Mohair;160 gr/ml;Standard;C3SEV1/19 | 28;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
876.645/4321;VITALE BARBERIS;Italy;160.21 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.4;84% Schurwolle | 16% Mohair;260 gr/ml;Standard;C3SEV1/19 | 29;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
876.601/5730;VITALE BARBERIS;Italy;138.22 m;351.85 m;11/12/2025;MTM QS;7.4;84% Schurwolle | 16% Mohair;260 gr/ml;Standard;C3SEV1/19 | 30;Anzug;Plain;Black;Frühjahr/Sommer;YES
895.601/5730;VITALE BARBERIS;Italy;410.33 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;100% Schurwolle;250 gr/ml;Standard;C3SEV1/19 | 31;Anzug;Plain;Black;Frühjahr/Sommer;YES
34C4032;ZIGNONE;Italy;36.36 m;52.1 m;21/12/2025;MTM QS;7.2;98% Wolle | 2% Elasthan;260 gr/ml;Stretch wool;C3SEV2/20 | 1;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
34C4036;ZIGNONE;Italy;101.14 m;100 m;31/01/2026;MTM QS;7.2;98% Wolle | 2% Elasthan;255 gr/ml;Stretch wool;C3SEV2/20 | 3;Anzug;Plain;Brown;Frühjahr/Sommer;YES
34C4035;ZIGNONE;Italy;80.48 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;98% Wolle | 2% Elasthan;260 gr/ml;Stretch wool;C3SEV2/20 | 4;Anzug;Plain;Grey;Frühjahr/Sommer;YES
