Stoffcode;Stofflieferant;Herstellungsland;Lager;Bestellte Menge;Voraussichtliches Empfangsdatum;Status;Preiskat;Zusammensetzung;Gewicht;Eigenschaften;Katalog;Produkttyp;Stoffart;Stofffarbe;Saison;MTO
34C4034;ZIGNONE;Italy;57.76 m;50 m;30/12/2025;MTM QS;7.2;98% Wolle | 2% Elasthan;255 gr/ml;Stretch wool;C3SEV2/20 | 5;Anzug;Plain;Grey;Frühjahr/Sommer;YES
34C4033;ZIGNONE;Italy;108.91 m;50 m;23/12/2025;MTM QS;7.2;98% Wolle | 2% Elasthan;255 gr/ml;Stretch wool;C3SEV2/20 | 6;Anzug;Plain;Black;Frühjahr/Sommer;YES
34C4947;ZIGNONE;Italy;67.21 m;50 m;21/01/2026;MTM QS;7.3;100% Schurwolle;250 gr/ml;Stretch wool;C3SEV2/20 | 7;Anzug;Stripe;Black;Frühjahr/Sommer;YES
34C4948;ZIGNONE;Italy;36.99 m;100.7 m;16/12/2025;MTM QS;7.3;100% Schurwolle;250 gr/ml;Stretch wool;C3SEV2/20 | 8;Anzug;Stripe;Blue/Navy;Frühjahr/Sommer;YES
34C4949;ZIGNONE;Italy;49.24 m;59.3 m;16/12/2025;MTM QS;7.3;100% Schurwolle;250 gr/ml;Stretch wool;C3SEV2/20 | 9;Anzug;Stripe;Blue/Navy;Frühjahr/Sommer;YES
34C4950;ZIGNONE;Italy;66.7 m;50 m;02/01/2026;MTM QS;7.3;100% Schurwolle;250 gr/ml;Stretch wool;C3SEV2/20 | 11;Anzug;Stripe;Brown;Frühjahr/Sommer;YES
34C4952;ZIGNONE;Italy;81 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;89% Schurwolle | 6% Seide | 4% Leinen | 1% Lycra;240 gr/ml;;C3SEV2/20 | 12;Anzug;Check;Grey;Frühjahr/Sommer;YES
34C4954;ZIGNONE;Italy;113.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;89% Schurwolle | 6% Seide | 4% Leinen | 1% Lycra;240 gr/ml;;C3SEV2/20 | 13;Anzug;Check;Blue/Navy;Frühjahr/Sommer;YES
34C4956;ZIGNONE;Italy;20.2 m;58.3 m;21/12/2025;MTM QS;7.2;89% Schurwolle | 6% Seide | 4% Leinen | 1% Lycra;240 gr/ml;;C3SEV2/20 | 14;Anzug;Check;Brown;Frühjahr/Sommer;YES
34C4955;ZIGNONE;Italy;43.37 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;89% Schurwolle | 6% Seide | 4% Leinen | 1% Lycra;240 gr/ml;;C3SEV2/20 | 15;Anzug;Check;Brown;Frühjahr/Sommer;YES
34C4942;ZIGNONE;Italy;45.72 m;50 m;31/01/2026;MTM QS;7.2;55% Leinen | 45% Wolle;260 gr/ml;;C3SEV2/20 | 16;Anzug;Plain;Grey;Frühjahr/Sommer;YES
34C4943;ZIGNONE;Italy;42.53 m;50 m;31/01/2026;MTM QS;7.2;55% Leinen | 45% Wolle;260 gr/ml;;C3SEV2/20 | 17;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
34C4946;ZIGNONE;Italy;26.28 m;50 m;31/01/2026;MTM QS;7.2;55% Leinen | 45% Wolle;260 gr/ml;;C3SEV2/20 | 18;Anzug;Plain;Brown;Frühjahr/Sommer;YES
34C4944;ZIGNONE;Italy;69.2 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.2;55% Leinen | 45% Wolle;260 gr/ml;;C3SEV2/20 | 19;Anzug;Plain;Green;Frühjahr/Sommer;YES
34C4945;ZIGNONE;Italy;57.6 m;50 m;31/01/2026;MTM QS;7.2;55% Leinen | 45% Wolle;260 gr/ml;;C3SEV2/20 | 20;Anzug;Plain;Brown;Frühjahr/Sommer;YES
65C4005;Alfred Brown;England;71.82 m;540 m;23/12/2025;MTM QS;7.3;54% Wolle | 46% Leinen;390 gr/ml;Transparent;C3SEV2/20 | 21;Anzug;Plain;Beige;Frühjahr/Sommer;YES
65C4035;Alfred Brown;England;44.15 m;70 m;26/12/2025;MTM QS;7.4;54% Wolle | 46% Leinen;390gr/ml;;C3SEV2/20 | 22;Anzug;Plain;Brown;Frühjahr/Sommer;YES
65C4036;Alfred Brown;England;80.69 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.4;54% Wolle | 46% Leinen;390gr/ml;;C3SEV2/20 | 23;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
65C4037;Alfred Brown;England;108.32 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;65% Wolle | 35% Leinen;390gr/ml;;C3SEV2/20 | 24;Anzug;Check;Beige;Frühjahr/Sommer;YES
65C4038;Alfred Brown;England;43.1 m;67.8 m;26/01/2026;MTM QS;10;65% Wolle | 35% Leinen;390gr/ml;;C3SEV2/20 | 25;Anzug;Check;Brown;Frühjahr/Sommer;
65C4039;Alfred Brown;England;108.79 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10;65% Wolle | 35% Leinen;390gr/ml;;C3SEV2/20 | 26;Anzug;Check;Blue/Navy;Frühjahr/Sommer;YES
65C4000;Alfred Brown;England;27.64 m;280 m;30/12/2025;MTM QS;7.2;78% Wolle | 22% Leinen;345 gr/ml;;C3SEV2/20 | 27;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;
65C4003;Alfred Brown;England;51.73 m;70 m;23/12/2025;MTM QS;7.3;54% Wolle | 46% Leinen;390 gr/ml;;C3SEV2/20 | 28;Anzug;Stripe;Blue/Navy;Frühjahr/Sommer;
65C4004;Alfred Brown;England;236.24 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;7.3;54% Wolle | 46% Leinen;390 gr/ml;;C3SEV2/20 | 29;Anzug;Stripe;Brown;Frühjahr/Sommer;
60C7020;DELFINO;Italy;39.67 m;100 m;11/01/2026;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 1;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
60C7013;DELFINO;Italy;85.62 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 2;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
60C7019;DELFINO;Italy;64.35 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 3;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
60C7023;DELFINO;Italy;101.55 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 4;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
60C7017;DELFINO;Italy;82.8 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 5;Anzug;Plain;Black;Frühjahr/Sommer;YES
60C7021;DELFINO;Italy;51.93 m;150 m;11/01/2026;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 6;Anzug;Plain;Beige;Frühjahr/Sommer;YES
60C7016;DELFINO;Italy;47.02 m;50 m;11/01/2026;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 7;Anzug;Plain;Beige;Frühjahr/Sommer;YES
60C7015;DELFINO;Italy;76.96 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 8;Anzug;Plain;Orange/Yellow;Frühjahr/Sommer;YES
60C7022;DELFINO;Italy;80.49 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 9;Anzug;Plain;Red/Burgundy;Frühjahr/Sommer;YES
60C7014;DELFINO;Italy;49.77 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;10.1;73% Schurwolle | 14% Seide | 13% Leinen;260 gr/ml;;C3SLV1/21 | 10;Anzug;Plain;Green;Frühjahr/Sommer;YES
50C4024;Piacenza;Italy;64.74 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;13.4;35% Kaschmir | 49% Seide | 17% Leinen;180 gr/ml;;C3SLV1/21 | 11;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
50C4023;Piacenza;Italy;45.85 m;50 m;30/12/2025;MTM QS;13.4;35% Kaschmir | 49% Seide | 17% Leinen;180 gr/ml;;C3SLV1/21 | 12;Anzug;Plain;Blue/Navy;Frühjahr/Sommer;YES
50C4027;Piacenza;Italy;72.23 m;50 m;11/02/2026;MTM QS;13.4;35% Kaschmir | 49% Seide | 17% Leinen;180 gr/ml;;C3SLV1/21 | 13;Anzug;Plain;Orange/Yellow;Frühjahr/Sommer;YES
50C4025;Piacenza;Italy;70.3 m;100 m;30/12/2025;MTM QS;13.4;35% Kaschmir | 49% Seide | 17% Leinen;180 gr/ml;;C3SLV1/21 | 14;Anzug;Plain;Green;Frühjahr/Sommer;YES
50C4028;Piacenza;Italy;49.27 m;50 m;30/12/2025;MTM QS;13.4;35% Kaschmir | 49% Seide | 17% Leinen;180 gr/ml;;C3SLV1/21 | 15;Anzug;Plain;Brown;Frühjahr/Sommer;YES
50C4021;Piacenza;Italy;109.06 m;150 m;11/02/2026;MTM QS;13.4;35% Kaschmir | 49% Seide | 17% Leinen;180 gr/ml;;C3SLV1/21 | 16;Anzug;Plain;Beige;Frühjahr/Sommer;YES
50C4029;Piacenza;Italy;39.96 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;14;60% Kaschmir | 32% Seide | 8% Leinen;180 gr/ml;;C3SLV1/21 | 17;Anzug;Check;Blue/Navy;Frühjahr/Sommer;YES
50C4032;Piacenza;Italy;193.73 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;14;60% Kaschmir | 32% Seide | 8% Leinen;180 gr/ml;;C3SLV1/21 | 18;Anzug;Check;Orange/Yellow;Frühjahr/Sommer;YES
50C4036;Piacenza;Italy;152.31 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;14;60% Kaschmir | 32% Seide | 8% Leinen;180 gr/ml;;C3SLV1/21 | 19;Anzug;Check;Green;Frühjahr/Sommer;YES
50C4033;Piacenza;Italy;53.82 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;14;60% Kaschmir | 32% Seide | 8% Leinen;180 gr/ml;;C3SLV1/21 | 20;Anzug;Check;Blue/Navy;Frühjahr/Sommer;YES
50C4030;Piacenza;Italy;182.61 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;14;60% Kaschmir | 32% Seide | 8% Leinen;180 gr/ml;;C3SLV1/21 | 21;Anzug;Check;Orange/Yellow;Frühjahr/Sommer;YES
50C4031;Piacenza;Italy;41.43 m;50 m;02/12/2025;MTM QS;14;60% Kaschmir | 32% Seide | 8% Leinen;180 gr/ml;;C3SLV1/21 | 22;Anzug;Check;Brown;Frühjahr/Sommer;YES
99V2027;DUCA VISCONTI;Italy;109.23 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 1;Sakko, Weste;Plain;Blue/Navy;Frühjahr/Sommer;YES
99V2026;DUCA VISCONTI;Italy;49.59 m;110 m;11/01/2026;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 2;Sakko, Weste;Plain;Pink/Purple;Frühjahr/Sommer;YES
99V2044;DUCA VISCONTI;Italy;104.15 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 3;Sakko, Weste;Plain;Blue/Navy;Frühjahr/Sommer;YES
99V2078;DUCA VISCONTI;Italy;47.83 m;110 m;11/01/2026;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 4;Sakko, Weste;Plain;Blue/Navy;Frühjahr/Sommer;YES
99V2028;DUCA VISCONTI;Italy;71.49 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 5;Sakko, Weste;Plain;Blue/Navy;Frühjahr/Sommer;YES
99V2029;DUCA VISCONTI;Italy;24.6 m;360 m;30/12/2025;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 6;Sakko, Weste;Plain;Blue/Navy;Frühjahr/Sommer;YES
99V2047;DUCA VISCONTI;Italy;72.91 m;300 m;22/12/2025;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 9;Sakko, Weste;Plain;Brown;Frühjahr/Sommer;YES
99V2030;DUCA VISCONTI;Italy;82.92 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 11;Sakko, Weste;Plain;Grey;Frühjahr/Sommer;YES
99V2031;DUCA VISCONTI;Italy;41.84 m;40 m;11/01/2026;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 12;Sakko, Weste;Plain;Black;Frühjahr/Sommer;YES
99V2060;DUCA VISCONTI;Italy;208.49 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 13;Sakko, Weste;Plain;Orange/Yellow;Frühjahr/Sommer;YES
99V2025;DUCA VISCONTI;Italy;261.51 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 14;Sakko, Weste;Plain;Red/Burgundy;Frühjahr/Sommer;YES
99V2024;DUCA VISCONTI;Italy;315.39 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 15;Sakko, Weste;Plain;Red/Burgundy;Frühjahr/Sommer;YES
99V2032;DUCA VISCONTI;Italy;278.12 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 16;Sakko, Weste;Plain;Pink/Purple;Frühjahr/Sommer;YES
99V2033;DUCA VISCONTI;Italy;105.54 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 17;Sakko, Weste;Plain;Pink/Purple;Frühjahr/Sommer;YES
99V2053;DUCA VISCONTI;Italy;199.64 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 18;Sakko, Weste;Plain;White/Off-white;;YES
99V2023;DUCA VISCONTI;Italy;62.28 m;240 m;11/01/2026;MTM QS;2;;280 gr/ml;Stretch;C3XEV1/22 | 19;Sakko, Weste;Plain;Orange/Yellow;Frühjahr/Sommer;YES
99V2075;DUCA VISCONTI;Italy;176.19 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 20;Sakko, Weste;Plain;Green;Frühjahr/Sommer;YES
99V2074;DUCA VISCONTI;Italy;271.09 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;97% Baumwolle | 3% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 21;Sakko, Weste;Plain;Green;Frühjahr/Sommer;YES
99V2073;DUCA VISCONTI;Italy;197.78 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 22;Sakko, Weste;Plain;Red/Burgundy;Frühjahr/Sommer;YES
99V2076;DUCA VISCONTI;Italy;44.58 m;180 m;11/01/2026;MTM QS;2;98% Baumwolle | 2% Elasthan;280 gr/ml;Stretch;C3XEV1/22 | 23;Sakko, Weste;Plain;Green;Frühjahr/Sommer;YES
99C9036;DUCA VISCONTI;Italy;71.46 m;60 m;11/01/2026;MTM QS;4;100% Leinen;260 gr/ml;Transparent, Not available for traditional construction;C3XEV2/23 | 1;Anzug, Multi;Plain;White/Off-white;Frühjahr/Sommer;YES
99C9037;DUCA VISCONTI;Italy;8.84 m;60 m;11/01/2026;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 2;Anzug, Multi;Plain;Beige;Frühjahr/Sommer;YES
99C9038;DUCA VISCONTI;Italy;27.04 m;300 m;27/02/2026;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 3;Anzug, Multi;Plain;Brown;Frühjahr/Sommer;YES
99C9051;DUCA VISCONTI;Italy;83 m;280 m;30/12/2025;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 5;Anzug, Multi;Plain;Green;Frühjahr/Sommer;YES
99C9041;DUCA VISCONTI;Italy;68.75 m;180 m;11/01/2026;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 6;Anzug, Multi;Plain;Green;Frühjahr/Sommer;YES
99C9040;DUCA VISCONTI;Italy;92.77 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 7;Anzug, Multi;Plain;Grey;Frühjahr/Sommer;YES
99C9046;DUCA VISCONTI;Italy;149.13 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 8;Anzug, Multi;Plain;Blue/Navy;Frühjahr/Sommer;YES
99C9048;DUCA VISCONTI;Italy;40.2 m;300 m;30/12/2025;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 9;Anzug, Multi;Plain;Blue/Navy;Frühjahr/Sommer;YES
99C9042;DUCA VISCONTI;Italy;78.96 m;120 m;11/01/2026;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 10;Anzug, Multi;Plain;Blue/Navy;Frühjahr/Sommer;YES
99C9043;DUCA VISCONTI;Italy;53.01 m;300 m;23/12/2025;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 11;Anzug, Multi;Plain;Blue/Navy;Frühjahr/Sommer;YES
99C9044;DUCA VISCONTI;Italy;114.72 m;60 m;11/01/2026;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 12;Anzug, Multi;Plain;Black;Frühjahr/Sommer;YES
99C9053;DUCA VISCONTI;Italy;126.34 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 13;Anzug, Multi;Plain;Red/Burgundy;Frühjahr/Sommer;YES
99C9049;DUCA VISCONTI;Italy;65.72 m;300 m;11/01/2026;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 14;Anzug, Multi;Plain;Pink/Purple;Frühjahr/Sommer;YES
99C9050;DUCA VISCONTI;Italy;76.72 m;300 m;30/12/2025;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 15;Anzug, Multi;Plain;Red/Burgundy;Frühjahr/Sommer;YES
99C9039;DUCA VISCONTI;Italy;124.97 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 16;Anzug, Multi;Plain;Brown;Frühjahr/Sommer;YES
99C9047;DUCA VISCONTI;Italy;85.09 m;300 m;30/12/2025;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 17;Anzug, Multi;Plain;Orange/Yellow;Frühjahr/Sommer;YES
99C9052;DUCA VISCONTI;Italy;70.83 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;100% Leinen;260 gr/ml;Not available for traditional construction;C3XEV2/23 | 18;Anzug, Multi;Plain;Green;Frühjahr/Sommer;YES
51C3011;Carreman;Europe;820.58 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 1;Anzug;Plain;Green;Zeremonie;YES
51C3012;Carreman;Europe;174.1 m;750 m;11/01/2026;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 2;Anzug;Plain;Green;Zeremonie;YES
51C4021;Carreman;Europe;111.39 m;600 m;11/01/2026;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 3;Anzug;Plain;Red/Burgundy;Zeremonie;YES
51C3013;Carreman;Europe;657.93 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 4;Anzug;Plain;Red/Burgundy;Zeremonie;YES
51C4020;Carreman;Europe;292.47 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 5;Anzug;Plain;Red/Burgundy;Zeremonie;YES
51C4026;Carreman;Europe;1847.88 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 6;Anzug;Plain;Beige;Zeremonie;YES
51C3009;Carreman;Europe;195.76 m;150 m;11/01/2026;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;240 gr/ml;Stretch;C4SEV1/24 | 7;Anzug;Plain;Orange/Yellow;Zeremonie;YES
51C3010;Carreman;Europe;144.31 m;100 m;11/01/2026;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 8;Anzug;Plain;Beige;Zeremonie;YES
51C4006;Carreman;Europe;227.46 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 9;Anzug;Plain;Beige;Zeremonie;YES
51C4005;Carreman;Europe;168.82 m;50 m;23/12/2025;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 10;Anzug;Plain;Blue/Navy;Zeremonie;YES
51C3015;Carreman;Europe;685.33 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 11;Anzug;Plain;Blue/Navy;Zeremonie;YES
51C4015;Carreman;Europe;119.55 m;300 m;11/01/2026;MTM QS;3;49% Wolle | 46% Polyester | 5% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 12;Anzug;Plain;Green;Zeremonie;YES
51C4017;Carreman;Europe;134.84 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;49% Wolle | 46% Polyester | 5% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 13;Anzug;Plain;Red/Burgundy;Zeremonie;YES
51C4016;Carreman;Europe;119.75 m;200 m;03/02/2026;MTM QS;3;49% Wolle | 46% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 14;Anzug;Plain;Beige;Zeremonie;YES
51C4025;Carreman;Europe;933.15 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;49% Wolle | 46% Polyester | 5% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 15;Anzug;Plain;Blue/Navy;Zeremonie;YES
51C4014;Carreman;Europe;1481.78 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;49% Wolle | 46% Polyester | 5% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 16;Anzug;Plain;Blue/Navy;Zeremonie;YES
51C4009;Carreman;Europe;627.99 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;;C4SEV1/24 | 17;Anzug;Plain;Blue/Navy;;
51C4008;Carreman;Europe;209.09 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 18;Anzug;Plain;Blue/Navy;Zeremonie;YES
51C4004;Carreman;Europe;125.08 m;350 m;11/01/2026;MTM QS;3;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 19;Anzug;Plain;Blue/Navy;Zeremonie;YES
51C4023;Carreman;Europe;372.98 m;Keine aktiven Bestellungen für diesen Stoff;Keine aktiven Bestellungen für diesen Stoff;MTM QS;4;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 20;Anzug;Check;Blue/Navy;Zeremonie;YES
51C4022;Carreman;Europe;121.18 m;150 m;11/01/2026;MTM QS;5;55% Wolle | 41% Polyester | 4% Elasthan;245 gr/ml;Stretch;C4SEV1/24 | 21;Anzug;Check;Beige;Zeremonie;YES
